ISBN,Book_Title,Book_Author,Year-Of-Publication,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
155748919X,An Uncertain Heart (Heartsong Presents #188),Andrea Boeshaar,1996,1,29,Low,0,840,Long,0.4,42.0,No
0330363239,Dirt music,Tim Winton,2001,9,24,Medium,369,765,Long,225.0,56.25,Yes
0613329740,Quidditch Through the Ages,J. K. Rowling,2001,31,24,High,0,723,Long,12.4,36.15,No
155870275X,Cover Letters That Will Get You the Job You Want,Stanley Wynett,1993,1,32,Low,0,241,Medium,0.4,12.05,No
0312859589,Shadow of Ashland,Terence M. Green,1996,8,27,Medium,0,1001,Long,-16.6,50.05,No
0679451501,The Sparrow,Mary Doria Russell,1996,19,29,Medium,108,400,Medium,72.39999999999999,38.0,Yes
9809631315,"Der Ritter, den es nicht gab. Roman.",Kate Douglas,2014,37,11,High,175,989,Long,119.8,63.45,Yes
0060194448,The Wailing Wind,Tony Hillerman,2002,12,23,Medium,294,494,Medium,181.2,38.7,Yes
4805326418,Florida Roadkill,Douglas Coupland,1914,42,111,High,528,815,Long,333.6,52.75,Yes
0600586898,Blur (Melody Maker),Paul Lester,1995,1,30,Low,342,921,Long,205.6,58.05,Yes
0689109865,The BOOK OF BEBB,Frederick Buechner,1979,7,46,Medium,80,757,Long,50.8,47.85,Yes
1570719586,God-Shaped Hole,Tiffanie DeBartolo,2002,4,23,Low,0,638,Long,1.6,31.9,No
1458167944,Ancient Shores,Barbara Taylor Bradford,1908,35,117,High,240,603,Long,158.0,42.150000000000006,Yes
0028621239,The Complete Idiot's Guide to Knitting &amp; Crocheting,Gail Diven,1999,1,24,Low,0,871,Long,-8.6,43.55,No
0316171565,Tangled Vines,Janet Dailey,1992,11,33,Medium,595,526,Long,361.4,40.3,Yes
0060938412,The Accidental Virgin,Valerie Frankel,2003,2,22,Low,196,605,Long,118.4,40.25,Yes
1703131818,Chromosome 6,Charlotte Lamb,1927,34,98,High,546,948,Long,341.2,59.400000000000006,Yes
9530411872,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Kent Haruf,1955,28,70,High,273,148,Short,174.99999999999997,21.4,Yes
0571097103,Whitsun Weddings,Philip Larkin,1964,11,61,Medium,168,451,Medium,105.2,36.55,Yes
0517593343,Spring Collection,Judith Krantz,1996,10,29,Medium,0,115,Short,4.0,5.75,No
9296196148,Julie and Romeo,Shana Corey,1900,32,125,High,0,541,Long,12.8,27.05,No
0345372433,The Good Husband,Gail Godwin,1994,7,31,Medium,2,901,Long,4.0,45.05,No
0787100072,The Proud and the Free,Janet Dailey,1994,11,29,Medium,90,213,Medium,58.4,24.65,No
0399149287,Crime School,Carol O'Connell,2002,15,23,Medium,306,428,Medium,189.6,39.400000000000006,Yes
0297778536,The further letters of Henry Root,Henry Root,1980,1,45,Low,245,839,Long,147.4,51.95,Yes
3453162358,Der Erleuchtete.,Sean Russell,2000,1,25,Low,0,986,Long,0.4,49.3,No
8964041403,"Hello, Mallory",Bertrice Small,1971,18,54,Medium,70,318,Medium,49.2,25.9,Yes
0684829975,The Vision of Emma Blau,Ursula Hegi,2000,8,25,Medium,280,619,Long,171.2,44.95,Yes
5627692413,Kentucky Rich,Shannon Holmes,1939,31,86,High,180,732,Long,120.4,48.6,Yes
9500285339,Mi Planta de Naranja-Lima,Jose Mauro de Vasconcelos,2000,2,25,Low,240,515,Long,144.8,45.75,Yes
0866119566,Oliver Twist (Great Illustrated Classics),Charles Dickens,1989,1,38,Low,27,741,Long,16.2,37.05,No
0812550897,"The Wandering Arm (Catherine Levendevr Mystery Series , Vol 3)",Sharan Newman,1996,3,30,Low,59,421,Medium,36.6,35.05,No
0446532231,"Dude, Where's My Country?",Michael Moore,2003,28,22,High,0,561,Long,11.2,28.05,No
0759677530,Gifted Trust,John Paul Allen,2002,4,21,Low,384,324,Medium,232.0,32.2,Yes
0525934960,The Te of Piglet,Benjamin Hoff,1992,5,34,Low,462,674,Long,279.2,49.7,Yes
0446519790,Unspeakable,Sandra Brown,1998,24,27,High,0,918,Long,9.6,45.900000000000006,No
0451450957,Blue Moon Rising (Hawk &amp; Fisher),Simon R. Green,2000,1,25,Low,0,480,Medium,0.4,24.0,No
0399146296,Sarah's Window,Janice Graham,2001,6,24,Medium,0,987,Long,2.4000000000000004,49.35,No
0380792745,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,2,25,Low,675,120,Short,405.8,24.0,Yes
0345285557,The Elfstones of Shannara,Terry Brooks,1982,23,43,High,0,643,Long,9.2,32.15,No
0553456636,Hannibal,Thomas Harris,1999,48,26,High,416,593,Long,268.8,45.650000000000006,Yes
1580081231,2000 What Color is Your Parachute,Richard Nelson Bolles,2000,1,25,Low,0,931,Long,0.4,46.55,No
0786864400,The First Victim,Ridley Pearson,1999,22,27,High,40,952,Long,32.8,47.6,No
0445044454,Sisters And Strangers,Helen Van Slyke,1978,6,47,Medium,0,745,Long,2.4000000000000004,37.25,No
0590418858,You Be the Jury #02,Marvin Miller,1989,11,36,Medium,0,876,Long,4.4,43.8,No
006055679X,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2003,1,22,Low,426,443,Medium,256.0,34.150000000000006,Yes
0060723890,The Other Man: A Love Story,Michael Bergin,2004,1,21,Low,156,737,Long,94.0,48.85,Yes
0553585681,Always a Thief,Kay Hooper,2003,5,22,Low,0,531,Long,2.0,26.55,No
0312868308,Flesh and Gold,Phyllis Gotlieb,1999,1,27,Low,259,463,Medium,155.8,33.150000000000006,Yes
4937088865,The Very Virile Viking,Dave Barry,1913,15,113,Medium,237,548,Long,148.2,39.400000000000006,Yes
0972208607,Why the Weight? Dare To Be Great!,Jean Krueger,2002,1,23,Low,75,599,Long,45.4,39.95,Yes
7679511162,In This Mountain,Norah Lofts,1944,39,81,High,96,705,Long,73.19999999999999,37.25,Yes
0553712837,Skipping Christmas,John Grisham,2001,38,24,High,161,658,Long,111.8,46.9,Yes
1567185711,Liquid Dreams of Vampires,Martin V. Riccardo,1996,1,29,Low,480,615,Long,288.4,40.75,Yes
0380811065,Lady Sophia's Lover,Lisa Kleypas,2002,4,22,Low,0,301,Medium,-20.6,15.05,No
9986619849,The Da Vinci Code,Caleb Carr,1905,29,119,High,0,932,Long,-0.9999999999999982,46.6,No
9593438675,Slammerkin,Adam Gopnik,2022,40,1,High,0,977,Long,-14.0,48.85,No
4638508667,Flight of Eagles,Stephen King,1988,22,39,High,230,765,Long,146.8,56.25,Yes
0399149287,Crime School,Carol O'Connell,2002,15,21,Medium,316,436,Medium,195.6,39.8,Yes
2951214053,Just Ella,Isobel Bird,1926,48,99,High,400,522,Long,259.2,42.1,Yes
8432227692,Malas Artes,Donna Leon,2003,2,22,Low,396,382,Medium,238.4,31.1,Yes
1570429898,The First Counsel,Brad Meltzer,2001,16,24,Medium,0,717,Long,6.4,35.85,No
1418447293,The Thoughts of an Emigrant,Albert Schwarzenbach,2004,1,21,Low,0,444,Medium,0.4,22.200000000000003,No
0786702524,The Bloody Red Baron,Kim Newman,1995,11,29,Medium,0,345,Medium,3.2,17.25,No
8948600064,Void Moon,Francis Wheen,2018,16,7,Medium,531,836,Long,324.99999999999994,59.8,Yes
1985306675,Lily White,Lael Littke,1929,41,96,High,84,232,Medium,66.8,19.6,Yes
4810258957,Life in a Rapidly Changing World (New Economy Self-Development),Robert Charles Wilson,1956,8,69,Medium,21,604,Long,15.8,32.2,No
0671523066,Eye of the Beholder,Jayne Ann Krentz,1999,8,26,Medium,0,475,Medium,3.2,23.75,No
0525947299,No Second  Chance,Harlan Coben,2003,22,22,High,0,763,Long,8.8,38.15,No
9816904535,Time Bomb,David Eddings,1923,5,102,Low,280,906,Long,170.0,59.3,Yes
9475156162,La joven de la perla,Nora Roberts,1966,1,59,Low,270,323,Medium,162.4,34.150000000000006,Yes
1551110652,Heart of darkness (Broadview literary texts),Joseph Conrad,1999,2,26,Low,441,812,Long,265.4,58.6,Yes
2460103532,Time Bomb,Martha Grimes,1901,29,125,High,50,812,Long,41.6,46.6,No
0399131876,Outbreak,Robin Cook,1987,6,38,Medium,720,404,Medium,434.4,38.2,Yes
3133485666,"WE DID IT, TARA (PAXTON CHEERLEADERS 4) : WE DID IT, TARA (The Paxton Cheerleaders)",John Pascal,1984,30,41,High,416,291,Medium,261.6,30.55,Yes
0373151500,The Hostage Bride,Janet Dailey,1981,14,44,Medium,266,768,Long,165.2,52.400000000000006,Yes
0440223547,"To Dream in the City of Sorrows (Babylon 5, Book 9)",Kathryn M. Drennan,1997,2,28,Low,154,957,Long,93.2,65.85,Yes
1915520504,Ten Secrets for the Man in the Mirror,John Irving,1910,26,115,High,254,270,Medium,162.8,25.5,Yes
0786702524,The Bloody Red Baron,Kim Newman,1995,9,30,Medium,0,300,Medium,3.6,15.0,No
0312859589,Shadow of Ashland,Terence M. Green,1996,7,27,Medium,11,1009,Long,9.4,50.45,No
0670881872,An incidental memoir,Robin Dalton,1998,1,27,Low,0,792,Long,0.4,39.6,No
0151189781,"Collected Poems, 1909-1962",T. S. Eliot,1963,25,62,High,485,687,Long,301.0,44.35,Yes
0373764723,Expecting...And In Danger  (Dynasties:The Connellys),Eileen Wilks,2002,1,22,Low,24,820,Long,14.4,41.0,No
0689311001,BABY SITTING IS A DANGEROUS JOB,Willo Davis Roberts,1985,6,40,Medium,522,310,Medium,315.6,33.5,Yes
2023758432,Tinwork (New Crafts),Piers Anthony,1913,49,112,High,0,645,Long,19.6,32.25,No
0553502271,The Testament,John Grisham,1999,61,26,High,8,116,Short,29.200000000000003,5.800000000000001,No
1760969087,"How Late It Was, How Late",Chitra Banerjee Divakaruni,1986,17,39,Medium,18,545,Long,17.6,29.25,No
6526209681,No Second  Chance,Cory Doctorow,1970,34,55,High,603,946,Long,375.4,65.30000000000001,Yes
3442441080,Im Angesicht des Feindes.,Elizabeth George,1998,2,27,Low,360,492,Medium,216.8,44.6,Yes
0060278234,Lirael: Daughter of the Clayr,Garth Nix,2001,29,24,High,243,803,Long,157.39999999999998,58.150000000000006,Yes
0517588072,The Sword of Orion,Robin A. White,1993,4,32,Low,320,948,Long,193.6,57.400000000000006,Yes
9897381425,The Corrections,Norman Manea,1935,38,90,High,15,924,Long,24.200000000000003,48.2,Yes
0688149790,Babyhood,Paul Reiser,1997,8,29,Medium,0,498,Medium,-14.8,24.9,No
9248554083,Geek Love,Sandra Brown,2018,43,7,High,521,501,Long,329.79999999999995,39.05,Yes
7505743338,Bedtime Stories for Women,Harlan Coben,1917,8,108,Medium,78,248,Medium,50.0,24.4,Yes
0670805149,Lake Wobegon Days,Garrison Keillor,1985,24,38,High,0,886,Long,7.800000000000002,44.3,No
0967231434,Small leather journal with strap-myra series,Anatolian Treasures,1999,1,25,Low,377,735,Long,226.6,54.75,Yes
7242103177,Lucy Sullivan Is Getting Married,Dean Koontz,2008,14,17,Medium,0,634,Long,5.6000000000000005,31.700000000000003,No
5350603273,Full Tilt (Janet Evanovich's Full Series),J. K. Rowling,1980,13,45,Medium,427,839,Long,261.4,55.95,Yes
0786866470,When My Sister Was Cleopatra Moon,Frances Park,2000,4,25,Low,0,450,Medium,1.6,22.5,No
0517569442,Dave Barry's Greatest Hits,Dave Barry,1988,11,37,Medium,60,607,Long,40.4,42.35,Yes
0553502719,By the Light of the Moon,Dean Koontz,2002,23,23,High,960,747,Long,585.2,57.35,Yes
2380540798,Dragonne's Eg,Holly-Jane Rahlens,1957,42,68,High,756,728,Long,470.4,54.4,Yes
037540600x,Horse Heaven,Jane Smiley,2000,11,25,Medium,0,339,Medium,4.4,16.95,No
0380807939,A Season Beyond a Kiss,Kathleen E. Woodiwiss,2000,4,25,Low,0,817,Long,1.6,40.85,No
0899193099,Cold Sassy Tree,Olive Ann Burns,1984,18,41,Medium,544,917,Long,333.6,61.85,Yes
0312957882,Edge of the City,Dan Mahoney,1996,4,30,Low,0,978,Long,-18.8,48.900000000000006,No
0836221966,You Don't Need Experience if You've Got Attitude,Scott Adams,1996,1,29,Low,0,447,Medium,0.4,22.35,No
2871056870,Modern Man in Search of a Soul (Harvest Book),Shulamit Lapid,1958,40,68,High,720,657,Long,448.0,50.85,Yes
1407735044,House On Olive Street,Iris Johansen,2012,19,13,Medium,0,663,Long,7.6,33.15,No
4589482167,Insomnia,Gordon William Prange,1944,26,82,High,180,551,Long,118.4,37.55,Yes
0380750848,A Heart So Wild,Johanna Lindsey,1986,8,39,Medium,0,904,Long,3.2,45.2,No
3119469294,The little PC Book Windows XP Edition,Heather Graham,2003,15,20,Medium,227,614,Long,142.2,42.7,Yes
0394415256,The Andromeda Strain,Michael Crichton,1969,64,56,High,115,300,Medium,94.6,25.0,Yes
0020433115,JUST ONE FRIEND,Lynn Hall,1988,1,37,Low,0,369,Medium,0.4,18.45,No
1332686097,Texas Touch,Catherine Coulter,1974,28,49,High,195,980,Long,128.2,55.0,Yes
1583762027,Eat That Frog! 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,2001,55,24,High,0,273,Medium,22.0,13.65,Yes
5597532552,We Were the Mulvaneys,Chip Kidd,1985,16,40,Medium,90,183,Short,60.4,19.15,Yes
1585007366,Sang Froyd (Balona Books),Jonathan Pearce,1999,1,26,Low,710,411,Medium,426.4,40.55,Yes
4791389606,Doomsday Book,Madeline Hunter,2017,46,8,High,522,909,Long,331.6,63.45,Yes
7330009204,Justine - El Cuarteto de Alejandria I,Matthew Thomas,2011,23,14,High,724,827,Long,443.6,59.35,Yes
0704349469,A Different Life,Lois Keith,1998,2,27,Low,0,599,Long,0.8,29.950000000000003,No
5343561556,The Adventuress (Irene Adler),Chris Hedges,1903,6,122,Medium,156,420,Medium,96.0,25.0,Yes
1931520003,Stranger Things Happen,Kelly Link,2001,7,24,Medium,0,998,Long,2.8000000000000003,49.900000000000006,No
1642332465,SHIPPING NEWS,Kasey Michaels,1927,6,98,Medium,415,683,Long,251.4,44.15,Yes
1570429693,Wish You Well,David Baldacci,2000,49,25,High,926,358,Medium,575.2,37.900000000000006,Yes
3985601837,The Sparrow,Annegrit Arens,1989,20,36,Medium,291,815,Long,182.6,46.75,Yes
9622684112,The Angry Clam,Stephen Dobyns,2024,32,1,High,0,611,Long,12.8,30.55,No
3686783833,Lord of My Heart,Stewart Lee,2015,46,10,High,544,462,Medium,344.79999999999995,39.1,Yes
0451456491,Twilight of the Empire,Simon R. Green,1997,1,30,Low,0,892,Long,-3.0,44.6,No
0425139069,Somebody Help Me,Beverly Hastings,1993,2,32,Low,0,207,Medium,0.8,10.35,No
2277229938,Les Nuits Fauves/Savage Nights,Collard,1994,3,29,Low,13,307,Medium,9.0,15.35,No
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,2,28,Low,0,650,Long,-7.6,32.5,No
044661064X,The First Counsel,Brad Meltzer,2001,16,24,Medium,0,307,Medium,6.4,15.35,No
0898799767,Writer's Digest Flip Dictionary,Barbara Ann Kipfer,2000,1,25,Low,0,772,Long,0.4,38.6,No
0399143904,Rainbow Six,Tom Clancy,1998,25,27,High,0,892,Long,10.0,44.6,No
0374373620,A Swiftly Tilting Planet,Madeleine L'Engle,1978,22,47,High,0,758,Long,8.8,37.9,No
4911152749,Gang Ranch the Real Story,Erich Segal,1961,45,64,High,330,884,Long,216.0,56.2,Yes
0312143648,Malice Prepense,Kate Wilhelm,1996,4,29,Low,0,319,Medium,1.6,15.95,No
6335227022,Liquid Dreams of Vampires,Teresa Edgerton,2022,36,3,High,144,436,Medium,100.8,39.8,Yes
0399147284,Chosen Prey,John Sandford,2001,18,24,Medium,0,877,Long,7.2,43.85,No
0060278250,Abhorsen (The Abhorsen Trilogy),Garth Nix,2003,6,22,Medium,684,967,Long,412.8,66.35,Yes
6699623980,The Amethyst Heart,Dav Pilkey,2003,33,22,High,335,975,Long,214.2,58.75,Yes
1552633217,The Jasmine Man,Lola Lemire Tostevin,2001,1,24,Low,175,959,Long,105.4,57.95,Yes
068803036X,The Cider House Rules,John Irving,1985,42,40,High,0,198,Short,16.8,9.9,No
8427016883,En Busca De Tutankamon,Christian Jacq,1995,7,30,Medium,873,874,Long,526.5999999999999,61.7,Yes
9417933580,Microserfs,Hella S. Haasse,1936,4,89,Low,342,937,Long,206.8,64.85,Yes
0788749749,Blood Lure,Nevada Barr,2001,7,23,Medium,673,925,Long,406.6,60.25,Yes
0395741777,The Distance from the Heart of Things,Ashley Warlick,1996,2,29,Low,0,261,Medium,0.8,13.05,No
1161318492,Managing Technology and Innovation for Competitive Advantage,Kage Baker,2011,42,14,High,60,971,Long,52.8,58.55,Yes
0140282378,The Big Book of Calm,Paul Wilson,1999,1,26,Low,0,647,Long,0.4,32.35,No
9582188612,Plague Dogs,Wally Lamb,1931,45,94,High,282,902,Long,187.2,57.1,Yes
8466301151,"Ella, maldita alma",Manuel Rivas,2002,1,23,Low,430,771,Long,258.4,58.55,Yes
3548248845,Der Fluch des Falken.,Elizabeth Peters,2000,2,25,Low,0,799,Long,0.8,39.95,No
0684719274,Ethan Frome,Edith Wharton,1910,1000,115,High,0,703,Long,400.0,35.15,Yes
3447203448,Finally I'm a Doctor,Robert Ludlum,2006,47,19,High,51,539,Long,49.4,28.950000000000003,Yes
8424393490,Heartburn,Carole Nelson Douglas,2005,28,20,High,108,439,Medium,76.0,39.95,Yes
0773759697,A Boy of Good Breeding,Miriam Toews,1998,14,27,Medium,224,711,Long,140.0,49.55,Yes
0553099590,Guilty As Sin,Tami Hoag,1996,14,27,Medium,0,396,Medium,-23.8,19.8,No
8484501876,Pequenos Altares,Rebecca Wells,2002,1,23,Low,0,567,Long,0.4,28.35,No
0670856045,The Tortilla Curtain,T. Coraghessan Boyle,1995,23,30,High,308,588,Long,194.0,43.400000000000006,Yes
0953881024,Alice in Wonderland and the World Trade Center Disaster,David Icke,2002,1,23,Low,612,862,Long,367.6,61.1,Yes
0679433023,Violin,Anne Rice,1997,21,28,High,0,149,Short,8.4,7.45,No
1570424403,The Notebook,Nicholas Sparks,1996,50,28,High,30,777,Long,38.0,38.85,No
0965712516,The Missionary's Catechism,Russell L. Ford,1998,1,27,Low,0,902,Long,0.4,45.1,No
1561565601,Sabrina: Behind the Scenes,Stefanie Scott,1997,1,30,Low,28,444,Medium,16.8,22.200000000000003,No
0843931787,Encantadora,Gail Link,1991,1,34,Low,125,694,Long,75.0,44.7,No
7831024276,Pronto,Tom Clancy,1970,21,55,High,216,178,Short,138.0,16.9,Yes
0931122422,Death of Long Steam Lady,Nellie Wong,1986,2,39,Low,384,433,Medium,231.2,37.650000000000006,Yes
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,1,22,Low,0,260,Medium,0.4,13.0,No
0553095161,Silent Treatment,Michael Palmer,1995,9,31,Medium,728,687,Long,440.4,50.35,Yes
0440295181,The Firm,John Grisham,1991,94,34,High,0,743,Long,37.6,37.15,Yes
0394563492,A Civil Action,Jonathan Harr,1995,19,30,Medium,154,172,Short,100.0,22.6,Yes
0811821706,The Bad Girl's Guide to the Open Road,Cameron Tuttle,1999,1,26,Low,810,463,Medium,486.4,43.150000000000006,Yes
051513399X,Smoke in Mirrors,Jayne Ann Krentz,2002,7,23,Medium,0,159,Short,2.8000000000000003,7.95,No
9055904266,Otherwise Known As Sheila the Great,John Grisham,1948,25,77,High,225,767,Long,145.0,56.35,Yes
6221246499,After the Fire,Susan Wittig Albert,1983,33,42,High,210,898,Long,139.2,56.900000000000006,Yes
0679822631,"Goodbye, Vietnam",Gloria Whelan,1992,5,33,Low,0,388,Medium,2.0,19.4,No
0399138552,Crazy in Alabama,Mark Childress,1993,15,32,Medium,0,567,Long,-5.4,28.35,No
887641486x,I Giorni Dell'abbandono,Elena Ferrante,2002,19,23,Medium,712,242,Medium,434.8,28.1,Yes
0765347156,The Adventuress (Irene Adler),Carole Nelson Douglas,2003,1,22,Low,0,264,Medium,0.4,13.2,No
7384811547,Double Deuce,John Le Breton,1992,49,32,High,97,931,Long,77.8,50.55,No
7947145289,Grave Secrets (Temperance Brennan Novel (Hardcover)),Miranda Lundy,1934,47,91,High,108,936,Long,83.6,58.8,Yes
5515374632,Desserts (Merehurst Cookery),Jayne Ann Krentz,1987,29,38,High,0,461,Medium,11.6,23.05,No
0316171654,The Proud and the Free,Janet Dailey,1994,9,31,Medium,0,212,Medium,3.6,10.6,No
9743313516,The Listmaker,Michael Crichton,1917,34,107,High,122,515,Long,86.80000000000001,31.75,Yes
0816513333,New Chicana/Chicano Writing 2,Charles M. Tatum,1992,1,34,Low,33,611,Long,19.8,30.55,No
0399141146,The Hundred Secret Senses,Amy Tan,1995,28,30,High,294,881,Long,187.6,50.05,Yes
0694518077,The Tenth Justice,Brad Meltzer,1997,21,28,High,36,881,Long,30.0,44.05,No
555053150X,Christine,Stephen King,1983,62,40,High,731,377,Medium,463.4,36.85,Yes
0425173356,Cat and the Countess,Casey Claybourne,2000,1,25,Low,324,165,Short,194.8,20.25,Yes
0394585852,Personal History,Katharine Graham,1997,6,28,Medium,0,604,Long,2.4000000000000004,30.200000000000003,No
0679423664,"Girl, Interrupted",Susanna Kaysen,1993,13,32,Medium,88,356,Medium,58.0,33.8,Yes
0670451932,Cujo,Stephen King,1981,82,46,High,0,710,Long,3.4000000000000057,35.5,No
0679402535,Toujours Provence,Peter Mayle,1991,13,34,Medium,601,142,Short,365.8,25.1,Yes
0399145672,Big Trouble,Dave Barry,1999,27,26,High,0,670,Long,10.8,33.5,No
1258622619,Loose Lips,Nora Roberts,1977,9,48,Medium,354,521,Long,216.0,38.05,Yes
0739427113,The Other Boleyn Girl,Philippa Gregory,2001,15,23,Medium,570,884,Long,348.0,56.2,Yes
0330411543,Reversible Errors,Scott Turow,2002,9,21,Medium,0,310,Medium,-18.6,15.5,No
1570424403,The Notebook,Nicholas Sparks,1996,51,29,High,0,768,Long,20.4,38.400000000000006,Yes
0374177023,Instances of the Number 3,Salley Vickers,2002,8,23,Medium,686,747,Long,414.8,51.35,Yes
0803728492,Gossip Times Three,Amy Goldman Koss,2003,5,22,Low,0,824,Long,2.0,41.2,No
1555217532,The Complete Hot &amp; Spicy Cookbook,Emma Callery,1991,2,34,Low,231,266,Medium,139.4,27.3,Yes
7062037653,Revolutionary Voices,George Gately,1988,48,37,High,75,703,Long,64.2,41.15,Yes
0060199652,Prodigal Summer,Barbara Kingsolver,2000,12,25,Medium,290,107,Short,178.8,25.35,Yes
4424102807,The Vendetta Defense,James Patterson,1971,45,52,High,474,169,Short,302.4,26.450000000000003,Yes
0684810794,The BIBLE CODE,Michael Drosnin,1997,2,27,Low,388,223,Medium,233.6,31.15,Yes
6991346187,Matilda,Cleveland Amory,1924,10,101,Medium,0,245,Medium,4.0,12.25,No
5445076365,Der Poet.,Peter Straub,1931,3,94,Low,156,743,Long,94.8,43.15,Yes
0399135782,The Kitchen God's Wife,Amy Tan,1991,48,35,High,0,290,Medium,4.800000000000004,14.5,No
0446527017,Standoff,Sandra Brown,2000,34,25,High,22,376,Medium,26.8,20.8,Yes
0451212193,Wind Walker,Cassie Edwards,2004,2,21,Low,0,229,Medium,0.8,11.45,No
1074796900,The Deed of Paksenarrion,Ellen Reymes,1997,35,29,High,55,407,Medium,47.0,36.35,No
0060198133,Five Quarters of the Orange,Joanne Harris,2001,7,24,Medium,664,650,Long,401.2,48.5,Yes
0671016954,"All You Need Is a Love Spell (Sabrina the Teenage Witch, 7)",Randi Reisfeld,1998,1,27,Low,0,884,Long,0.4,44.2,No
8440666845,"Circulos de Piedra, Los",Joan Dahr Lambert,1999,1,26,Low,406,486,Medium,244.0,38.3,Yes
2953619124,The Master Cure,Pearl Abraham,2008,40,17,High,810,133,Short,502.0,24.65,Yes
0070506728,Miracle at Midway,Gordon William Prange,1982,5,43,Low,0,894,Long,2.0,44.7,No
5318935579,Snow in August,John Le Breton,1995,35,30,High,738,248,Medium,456.8,30.4,Yes
3423085711,"Catherine, Lady wider Willen. Sonderausgabe.",Karen Cushman,2002,1,23,Low,110,863,Long,66.4,53.150000000000006,Yes
8791651238,The Basic Steps to Successful Homeschooling,Belva Plain,1995,35,30,High,56,858,Long,47.6,46.900000000000006,Yes
0399148566,Midnight Runner,Jack Higgins,2002,9,23,Medium,0,980,Long,3.6,49.0,No
0451128389,Christine,Stephen King,1983,63,42,High,0,112,Short,25.200000000000003,5.6000000000000005,Yes
3423107421,"Der Ritter, den es nicht gab. Roman.",Italo Calvino,1987,1,38,Low,0,771,Long,0.4,38.55,No
0684836173,OFF THE FACE OF THE EARTH,Aljean Harmetz,1997,2,28,Low,0,518,Long,0.8,25.9,No
0671016792,SKATING FOR THE GOLD,Chip Lovitt,1997,4,28,Low,320,331,Medium,193.6,24.55,Yes
3546001575,Der Geschichtenmacher.,Kjell Johansson,1999,2,26,Low,0,480,Medium,0.8,24.0,No
0060148780,Mary Kay,Mary Kay Ash,1981,10,44,Medium,0,936,Long,4.0,46.8,No
0345331605,Dragonsdawn,Anne McCaffrey,1988,31,37,High,539,763,Long,335.79999999999995,52.15,Yes
3637906111,Three Fates,Barbara Bretton,2021,15,4,Medium,335,495,Medium,207.0,34.75,Yes
0373471645,"Intrusive Man  (Born In The Usa) (Born in the USA, Indiana)",Lass Small,1997,1,28,Low,0,632,Long,0.4,31.6,No
3499114178,"Gammler, Zen und Hohe Berge.",Jack Kerouac,1971,1,54,Low,0,762,Long,0.4,38.1,No
7761519945,A Walk to Remember,Karen Cushman,1923,48,101,High,331,138,Short,217.8,22.9,Yes
0679412956,Lasher,Anne Rice,1993,32,32,High,392,927,Long,248.0,62.35,Yes
0312858957,The Blind Mirror,Christopher Pike,2003,6,22,Medium,32,937,Long,21.6,46.85,No
0375415750,Horse Heaven,Jane Smiley,2000,11,25,Medium,182,544,Long,113.6,41.2,Yes
6813244476,Light in Shadow,John Pascal,1912,4,111,Low,419,657,Long,253.0,44.85,Yes
2118438724,The Man Who Loved Funerals,Nora Roberts,1919,20,107,Medium,127,491,Medium,84.2,32.55,No
024114177X,Any Human Heart,William Boyd,2002,4,23,Low,0,972,Long,1.6,48.6,No
0446516554,Where There's Smoke,Sandra Brown,1993,20,32,Medium,343,423,Medium,213.8,35.150000000000006,Yes
0385504217,The Da Vinci Code,Dan Brown,2003,194,24,High,31,308,Medium,96.2,15.4,Yes
0553801228,Summer Light,Luanne Rice,2001,15,24,Medium,410,475,Medium,252.0,43.75,Yes
0030622093,A Stolen Past,John Knowles,1983,3,42,Low,536,500,Long,322.79999999999995,41.0,Yes
0396066356,Greygallows,Barbara Michaels,1972,12,53,Medium,0,583,Long,4.800000000000001,29.15,No
9275851660,Shoah,Ingrid Newkirk,1948,13,77,Medium,58,814,Long,40.0,42.7,Yes
8844493729,Three wise men,John Grisham,1973,41,51,High,270,331,Medium,178.4,24.55,Yes
1786529918,Pop Goes the Weasel,Christopher Golden,2015,13,10,Medium,108,551,Long,70.0,31.55,Yes
2042897926,The Edge of Town,Murray Bail,1919,43,107,High,0,163,Short,16.0,8.15,No
0812550897,"The Wandering Arm (Catherine Levendevr Mystery Series , Vol 3)",Sharan Newman,1996,1,29,Low,91,401,Medium,55.0,34.05,Yes
5244488530,A Loss for Words : The Story of Deafness in a Family,Theodore Sturgeon,2010,31,15,High,224,521,Long,146.8,40.05,Yes
2808730392,A DOGS LIFE SABRINA THE TEENAGE WITCH 9,Gaelen Foley,1939,41,86,High,80,119,Short,64.4,15.95,Yes
4433798091,Sabrina: Behind the Scenes,Lawrence Block,1962,20,63,Medium,135,596,Long,89.0,39.8,Yes
0836218353,Yukon Ho!,Bill Watterson,1989,8,36,Medium,270,844,Long,165.2,62.2,Yes
